Record Length,2.50E+03,,-0.0000048,-0.4
Sample Interval,4.00E-08,,-0.00000476,-0.4
Trigger Point,1.20E+02,,-0.00000472,-0.4
,,,-0.00000468,-0.4
,,,-0.00000464,0
,,,-0.0000046,-0.4
Source,CH1,,-0.00000456,-0.4
Vertical Units,V,,-0.00000452,-0.4
Vertical Scale,1.00E+01,,-0.00000448,-0.8
Vertical Offset,0.00E+00,,-0.00000444,-0.8
Horizontal Units,s,,-0.0000044,0
Horizontal Scale,1.00E-05,,-0.00000436,-0.4
Pt Fmt,Y,,-0.00000432,0
Yzero,0.00E+00,,-0.00000428,-0.8
Probe Atten,1.00E+01,,-0.00000424,-0.4
Model Number,TDS2012C,,-0.0000042,-0.8
Serial Number,C031791,,-0.00000416,-0.4
Firmware Version,FV:v24.26,,-0.00000412,0
,,,-0.00000408,-0.8
,,,-0.00000404,-0.8
,,,-0.000004,0
,,,-0.00000396,-0.4
,,,-0.00000392,0
,,,-0.00000388,-0.4
,,,-0.00000384,-0.4
,,,-0.0000038,-0.4
,,,-0.00000376,-0.4
,,,-0.00000372,-0.4
,,,-0.00000368,-0.4
,,,-0.00000364,-0.8
,,,-0.0000036,0
,,,-0.00000356,0
,,,-0.00000352,-0.4
,,,-0.00000348,0
,,,-0.00000344,-0.8
,,,-0.0000034,-0.4
,,,-0.00000336,-0.4
,,,-0.00000332,-0.4
,,,-0.00000328,-0.8
,,,-0.00000324,-0.8
,,,-0.0000032,-0.8
,,,-0.00000316,-0.4
,,,-0.00000312,-0.4
,,,-0.00000308,-0.8
,,,-0.00000304,-0.4
,,,-0.000003,0
,,,-0.00000296,-0.4
,,,-0.00000292,-0.4
,,,-0.00000288,-0.4
,,,-0.00000284,-0.4
,,,-0.0000028,-0.8
,,,-0.00000276,-0.4
,,,-0.00000272,-0.4
,,,-0.00000268,-1.2
,,,-0.00000264,-0.8
,,,-0.0000026,-0.8
,,,-0.00000256,-0.4
,,,-0.00000252,-0.8
,,,-0.00000248,-0.4
,,,-0.00000244,-0.4
,,,-0.0000024,-0.8
,,,-0.00000236,-0.4
,,,-0.00000232,-0.8
,,,-0.00000228,0
,,,-0.00000224,0
,,,-0.0000022,-0.8
,,,-0.00000216,-0.4
,,,-0.00000212,-0.4
,,,-0.00000208,-0.4
,,,-0.00000204,0
